,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
37,0.006,0.294,0.0,0.006,0.071,0.093,0.138,0.0,0.001,0.616,0.042,0.005,0.445,0.033,0.001,0.007,0.003,0.345,0.103,0.388,0.447,0.001,0.006,0.034,0.002,0.378,0.001,0.298,0.021,0.052,0.387,0.283,0.176,0.2,0.575,0.272,0.157,1.0,0.003,0.01,0.025,0.0,0.072,0.156,0.087,0.006,0.611,0.001,0.014,0.026,0.121,0.014,0.36,0.0,0.602,0.001,0.616,0.004,0.0,0.719,0.412,0.762,0.152,0.054,0.349,0.392,0.011,0.001,0.0,0.11,0.005,0.003,0.064,0.382,0.006,0.0,0.002,0.001,0.017,0.296,0.113,0.002,0.03,0.296,0.186,0.002,0.0,0.076,0.0,0.035
38,0.154,0.014,0.763,0.525,0.062,0.058,0.025,0.425,0.396,0.002,0.016,0.287,0.019,0.314,0.027,0.367,0.0,0.013,0.055,0.049,0.022,0.155,1.0,0.016,0.319,0.004,0.183,0.019,0.489,0.366,0.006,0.022,0.081,0.004,0.001,0.015,0.088,0.003,1.0,0.113,0.042,0.475,0.016,0.003,0.065,0.677,0.003,0.057,0.506,0.07,0.023,0.203,0.003,0.502,0.0,0.584,0.001,0.584,0.671,0.003,0.01,0.001,0.081,0.338,0.0,0.008,0.076,0.211,0.444,0.029,0.619,0.027,0.087,0.006,0.722,0.441,0.309,0.4,0.067,0.021,0.048,0.596,0.147,0.006,0.002,0.682,0.022,0.057,0.281,0.019
39,0.38,0.006,0.08,0.052,0.36,0.261,0.102,0.055,0.189,0.029,0.165,0.461,0.101,0.323,0.07,0.011,0.001,0.087,0.242,0.04,0.091,0.397,0.115,0.001,0.439,0.009,0.109,0.019,0.507,0.245,0.096,0.028,0.219,0.009,0.017,0.043,0.219,0.01,0.113,1.0,0.44,0.208,0.211,0.012,0.326,0.217,0.023,0.071,0.008,0.117,0.237,0.275,0.085,0.166,0.021,0.085,0.032,0.258,0.085,0.017,0.101,0.028,0.237,0.241,0.037,0.1,0.447,0.085,0.138,0.251,0.049,0.087,0.298,0.001,0.224,0.13,0.467,0.298,0.434,0.132,0.176,0.072,0.251,0.184,0.007,0.167,0.069,0.359,0.037,0.0
40,0.416,0.032,0.062,0.034,0.414,0.559,0.4,0.019,0.083,0.062,0.093,0.321,0.222,0.382,0.013,0.003,0.023,0.129,0.586,0.033,0.219,0.419,0.042,0.002,0.299,0.005,0.034,0.164,0.143,0.188,0.195,0.148,0.255,0.025,0.056,0.166,0.278,0.025,0.042,0.44,1.0,0.078,0.154,0.044,0.332,0.125,0.077,0.22,0.001,0.193,0.535,0.055,0.08,0.064,0.057,0.038,0.073,0.129,0.019,0.029,0.14,0.038,0.244,0.145,0.07,0.15,0.65,0.088,0.083,0.538,0.014,0.022,0.342,0.006,0.133,0.111,0.291,0.173,0.634,0.131,0.21,0.033,0.079,0.311,0.006,0.059,0.002,0.441,0.01,0.002
41,0.082,0.019,0.331,0.407,0.048,0.046,0.022,0.304,1.0,0.003,0.0,0.458,0.049,0.189,0.048,0.158,0.001,0.058,0.047,0.077,0.047,0.064,0.42,0.001,0.453,0.007,0.453,0.058,0.407,0.078,0.009,0.043,0.03,0.004,0.003,0.036,0.035,0.0,0.475,0.208,0.078,1.0,0.008,0.034,0.051,0.411,0.007,0.016,0.326,0.059,0.046,0.148,0.026,0.355,0.005,0.413,0.004,0.442,0.475,0.011,0.023,0.028,0.029,0.081,0.005,0.018,0.083,0.053,0.353,0.048,0.294,0.044,0.069,0.006,0.43,0.346,0.448,0.387,0.074,0.055,0.012,0.301,0.153,0.013,0.003,0.489,0.001,0.067,0.13,0.0
42,0.154,0.018,0.006,0.0,0.342,0.155,0.124,0.0,0.018,0.1,0.108,0.056,0.222,0.082,0.035,0.0,0.001,0.105,0.163,0.137,0.219,0.157,0.02,0.007,0.057,0.041,0.0,0.036,0.183,0.106,0.367,0.042,0.368,0.023,0.13,0.103,0.352,0.072,0.016,0.211,0.154,0.008,1.0,0.013,0.431,0.078,0.097,0.02,0.002,0.033,0.194,0.276,0.242,0.019,0.141,0.004,0.075,0.047,0.015,0.064,0.169,0.08,0.401,0.132,0.069,0.258,0.065,0.013,0.015,0.176,0.0,0.038,0.295,0.041,0.083,0.013,0.059,0.066,0.053,0.269,0.334,0.014,0.046,0.435,0.034,0.017,0.083,0.304,0.0,0.006
43,0.008,0.552,0.0,0.0,0.004,0.011,0.003,0.002,0.025,0.169,0.002,0.03,0.196,0.005,0.0,0.0,0.005,0.382,0.013,0.252,0.223,0.013,0.003,0.018,0.027,0.339,0.003,0.528,0.041,0.003,0.014,0.529,0.0,0.698,0.024,0.421,0.0,0.156,0.003,0.012,0.044,0.034,0.013,1.0,0.005,0.008,0.155,0.001,0.0,0.0,0.073,0.031,0.238,0.002,0.028,0.0,0.139,0.004,0.012,0.455,0.268,0.292,0.0,0.002,0.588,0.202,0.01,0.0,0.0,0.074,0.0,0.0,0.011,0.294,0.007,0.001,0.029,0.003,0.021,0.209,0.0,0.0,0.0,0.011,0.341,0.006,0.0,0.002,0.0,0.019
44,0.519,0.01,0.048,0.028,0.574,0.575,0.394,0.02,0.052,0.072,0.228,0.166,0.312,0.39,0.029,0.0,0.028,0.052,0.581,0.049,0.335,0.543,0.069,0.003,0.199,0.01,0.013,0.079,0.288,0.31,0.222,0.075,0.634,0.005,0.103,0.065,0.619,0.087,0.065,0.326,0.332,0.051,0.431,0.005,1.0,0.174,0.089,0.066,0.0,0.424,0.337,0.205,0.08,0.109,0.099,0.038,0.078,0.228,0.02,0.065,0.109,0.061,0.63,0.29,0.029,0.208,0.341,0.15,0.114,0.367,0.021,0.023,0.646,0.014,0.193,0.109,0.199,0.307,0.369,0.208,0.556,0.032,0.21,0.466,0.004,0.074,0.092,0.589,0.01,0.008
45,0.194,0.036,0.666,0.403,0.25,0.201,0.155,0.476,0.42,0.036,0.065,0.429,0.14,0.509,0.107,0.209,0.001,0.102,0.194,0.158,0.148,0.203,0.696,0.013,0.435,0.02,0.187,0.078,0.599,0.43,0.066,0.075,0.287,0.006,0.033,0.082,0.265,0.006,0.677,0.217,0.125,0.411,0.078,0.008,0.174,1.0,0.019,0.156,0.235,0.173,0.152,0.338,0.048,0.442,0.038,0.515,0.035,0.733,0.652,0.045,0.066,0.04,0.263,0.433,0.019,0.08,0.154,0.218,0.574,0.142,0.289,0.106,0.154,0.021,1.0,0.598,0.413,0.631,0.156,0.116,0.141,0.591,0.253,0.087,0.003,0.636,0.011,0.246,0.183,0.013
46,0.011,0.26,0.004,0.002,0.062,0.105,0.084,0.012,0.004,1.0,0.024,0.002,0.407,0.025,0.0,0.005,0.002,0.542,0.098,0.321,0.421,0.01,0.006,0.063,0.0,0.576,0.0,0.179,0.026,0.096,0.469,0.18,0.107,0.321,0.762,0.475,0.118,0.611,0.003,0.023,0.077,0.007,0.097,0.155,0.089,0.019,1.0,0.034,0.005,0.02,0.182,0.026,0.439,0.006,0.723,0.002,1.0,0.008,0.009,0.446,0.622,0.504,0.113,0.076,0.362,0.558,0.021,0.0,0.004,0.206,0.001,0.001,0.065,0.537,0.035,0.002,0.001,0.004,0.013,0.477,0.077,0.0,0.017,0.222,0.065,0.028,0.0,0.053,0.001,0.049
47,0.101,0.007,0.07,0.018,0.242,0.265,0.267,0.053,0.008,0.033,0.062,0.076,0.041,0.213,0.01,0.015,0.012,0.017,0.265,0.022,0.04,0.114,0.047,0.0,0.079,0.003,0.022,0.054,0.107,0.276,0.061,0.065,0.066,0.0,0.031,0.039,0.062,0.001,0.057,0.071,0.22,0.016,0.02,0.001,0.066,0.156,0.034,1.0,0.001,0.128,0.248,0.03,0.005,0.103,0.04,0.063,0.015,0.117,0.053,0.014,0.019,0.012,0.077,0.281,0.003,0.018,0.186,0.065,0.099,0.243,0.011,0.018,0.107,0.001,0.178,0.098,0.08,0.078,0.195,0.029,0.134,0.041,0.02,0.128,0.0,0.117,0.001,0.26,0.029,0.0
48,0.015,0.0,0.407,0.599,0.0,0.0,0.0,0.363,0.336,0.003,0.063,0.076,0.004,0.081,0.014,0.51,0.0,0.0,0.001,0.002,0.003,0.009,0.505,0.007,0.099,0.001,0.174,0.0,0.114,0.025,0.016,0.0,0.001,0.0,0.006,0.0,0.002,0.014,0.506,0.008,0.001,0.326,0.002,0.0,0.0,0.235,0.005,0.001,1.0,0.004,0.0,0.03,0.0,0.306,0.006,0.567,0.004,0.321,0.457,0.003,0.0,0.0,0.003,0.034,0.001,0.0,0.006,0.076,0.256,0.0,0.682,0.011,0.007,0.003,0.226,0.258,0.094,0.15,0.01,0.004,0.008,0.361,0.085,0.029,0.009,0.419,0.0,0.0,0.285,0.004
49,0.245,0.002,0.118,0.062,0.41,0.644,0.576,0.068,0.046,0.015,0.253,0.156,0.165,0.65,0.015,0.003,0.047,0.022,0.636,0.029,0.158,0.224,0.082,0.002,0.17,0.004,0.027,0.05,0.103,0.261,0.073,0.057,0.39,0.001,0.016,0.018,0.405,0.026,0.07,0.117,0.193,0.059,0.033,0.0,0.424,0.173,0.02,0.128,0.004,1.0,0.235,0.025,0.024,0.093,0.022,0.072,0.018,0.291,0.028,0.054,0.027,0.031,0.398,0.234,0.003,0.049,0.427,0.172,0.23,0.257,0.035,0.019,0.26,0.001,0.196,0.2,0.167,0.319,0.411,0.053,0.331,0.096,0.226,0.277,0.002,0.072,0.006,0.412,0.03,0.0
50,0.237,0.064,0.024,0.006,0.505,0.497,0.539,0.02,0.03,0.202,0.1,0.148,0.375,0.292,0.035,0.0,0.059,0.296,0.523,0.13,0.413,0.217,0.022,0.0,0.122,0.03,0.017,0.248,0.175,0.186,0.259,0.253,0.257,0.072,0.158,0.286,0.265,0.121,0.023,0.237,0.535,0.046,0.194,0.073,0.337,0.152,0.182,0.248,0.0,0.235,1.0,0.082,0.254,0.049,0.145,0.026,0.193,0.085,0.021,0.112,0.373,0.102,0.272,0.197,0.136,0.407,0.297,0.046,0.035,1.0,0.008,0.035,0.223,0.033,0.143,0.04,0.125,0.095,0.352,0.357,0.307,0.011,0.054,0.441,0.039,0.052,0.011,0.52,0.002,0.0
51,0.189,0.009,0.084,0.047,0.203,0.061,0.033,0.041,0.177,0.019,0.056,0.224,0.086,0.124,0.185,0.019,0.001,0.084,0.086,0.088,0.082,0.165,0.185,0.0,0.229,0.013,0.035,0.032,0.674,0.223,0.09,0.029,0.177,0.015,0.024,0.058,0.195,0.014,0.203,0.275,0.055,0.148,0.276,0.031,0.205,0.338,0.026,0.03,0.03,0.025,0.082,1.0,0.134,0.153,0.022,0.094,0.024,0.243,0.202,0.027,0.084,0.029,0.195,0.216,0.064,0.099,0.066,0.055,0.103,0.096,0.061,0.197,0.147,0.023,0.309,0.096,0.228,0.324,0.068,0.135,0.119,0.093,0.18,0.119,0.049,0.167,0.246,0.2,0.032,0.001
52,0.006,0.156,0.004,0.0,0.097,0.068,0.07,0.006,0.029,0.433,0.015,0.013,0.566,0.022,0.001,0.001,0.005,0.664,0.083,0.312,0.544,0.006,0.003,0.0,0.014,0.206,0.0,0.15,0.088,0.037,0.395,0.152,0.085,0.195,0.293,0.407,0.096,0.36,0.003,0.085,0.08,0.026,0.242,0.238,0.08,0.048,0.439,0.005,0.0,0.024,0.254,0.134,1.0,0.005,0.253,0.003,0.453,0.022,0.021,0.26,0.801,0.38,0.088,0.032,0.527,0.857,0.017,0.002,0.002,0.269,0.002,0.002,0.041,0.205,0.062,0.007,0.017,0.032,0.014,0.735,0.024,0.003,0.017,0.256,0.31,0.016,0.0,0.093,0.0,0.0
53,0.213,0.01,0.376,0.486,0.174,0.104,0.045,0.478,0.358,0.009,0.014,0.381,0.026,0.374,0.031,0.227,0.0,0.016,0.101,0.022,0.028,0.243,0.5,0.03,0.372,0.01,0.378,0.015,0.525,0.344,0.017,0.013,0.071,0.002,0.011,0.016,0.077,0.0,0.502,0.166,0.064,0.355,0.019,0.002,0.109,0.442,0.006,0.103,0.306,0.093,0.049,0.153,0.005,1.0,0.006,0.8,0.008,0.632,0.399,0.01,0.012,0.009,0.076,0.324,0.001,0.01,0.185,0.202,0.548,0.042,0.567,0.021,0.234,0.01,0.451,0.544,0.364,0.474,0.203,0.024,0.066,0.374,0.234,0.034,0.0,0.633,0.018,0.132,0.364,0.042
54,0.015,0.256,0.005,0.002,0.088,0.119,0.125,0.005,0.001,0.735,0.04,0.009,0.417,0.049,0.002,0.012,0.023,0.361,0.122,0.469,0.421,0.017,0.003,0.084,0.007,0.356,0.0,0.195,0.05,0.119,0.508,0.178,0.19,0.088,1.0,0.398,0.223,0.602,0.0,0.021,0.057,0.005,0.141,0.028,0.099,0.038,0.723,0.04,0.006,0.022,0.145,0.022,0.253,0.006,1.0,0.002,0.709,0.013,0.021,0.382,0.334,0.522,0.191,0.129,0.186,0.396,0.022,0.001,0.001,0.17,0.002,0.007,0.081,0.351,0.038,0.0,0.007,0.009,0.036,0.322,0.192,0.001,0.032,0.336,0.031,0.017,0.0,0.101,0.0,0.084
55,0.073,0.008,0.506,0.71,0.07,0.052,0.032,0.678,0.433,0.001,0.0,0.295,0.018,0.283,0.022,0.35,0.0,0.014,0.042,0.032,0.019,0.1,0.561,0.032,0.296,0.001,0.433,0.011,0.377,0.195,0.0,0.006,0.046,0.0,0.006,0.008,0.045,0.001,0.584,0.085,0.038,0.413,0.004,0.0,0.038,0.515,0.002,0.063,0.567,0.072,0.026,0.094,0.003,0.8,0.002,1.0,0.003,0.643,0.548,0.004,0.01,0.004,0.041,0.175,0.001,0.006,0.088,0.157,0.623,0.021,0.645,0.018,0.095,0.002,0.547,0.677,0.297,0.436,0.094,0.029,0.02,0.487,0.229,0.003,0.0,0.724,0.0,0.081,0.374,0.029
56,0.007,0.279,0.004,0.0,0.052,0.088,0.098,0.01,0.007,1.0,0.013,0.0,0.419,0.039,0.0,0.006,0.0,0.579,0.097,0.319,0.379,0.012,0.002,0.055,0.001,0.558,0.0,0.187,0.045,0.083,0.499,0.163,0.111,0.343,0.719,0.433,0.123,0.616,0.001,0.032,0.073,0.004,0.075,0.139,0.078,0.035,1.0,0.015,0.004,0.018,0.193,0.024,0.453,0.008,0.709,0.003,1.0,0.011,0.009,0.471,0.64,0.537,0.095,0.105,0.369,0.562,0.012,0.0,0.001,0.171,0.003,0.0,0.07,0.532,0.034,0.003,0.003,0.002,0.012,0.515,0.066,0.0,0.019,0.256,0.067,0.013,0.001,0.052,0.0,0.059
57,0.274,0.014,0.57,0.585,0.275,0.233,0.128,0.436,0.497,0.007,0.048,0.544,0.075,0.67,0.173,0.17,0.0,0.027,0.23,0.059,0.065,0.285,0.592,0.022,0.548,0.006,0.25,0.032,0.534,0.347,0.035,0.039,0.217,0.002,0.018,0.02,0.218,0.004,0.584,0.258,0.129,0.442,0.047,0.004,0.228,0.733,0.008,0.117,0.321,0.291,0.085,0.243,0.022,0.632,0.013,0.643,0.011,1.0,0.464,0.022,0.02,0.017,0.218,0.327,0.01,0.023,0.313,0.335,0.751,0.09,0.368,0.189,0.241,0.01,0.717,0.706,0.52,0.842,0.289,0.059,0.117,0.621,0.449,0.067,0.001,0.667,0.011,0.296,0.178,0.013
58,0.039,0.035,0.529,0.346,0.051,0.036,0.024,0.39,0.494,0.012,0.001,0.2,0.028,0.188,0.095,0.324,0.0,0.065,0.023,0.12,0.034,0.05,0.667,0.053,0.201,0.004,0.157,0.014,0.459,0.172,0.001,0.028,0.043,0.002,0.008,0.047,0.027,0.0,0.671,0.085,0.019,0.475,0.015,0.012,0.02,0.652,0.009,0.053,0.457,0.028,0.021,0.202,0.021,0.399,0.021,0.548,0.009,0.464,1.0,0.012,0.024,0.026,0.032,0.19,0.005,0.026,0.038,0.072,0.288,0.017,0.348,0.091,0.041,0.012,0.686,0.326,0.185,0.275,0.013,0.049,0.016,0.471,0.133,0.005,0.0,0.729,0.004,0.059,0.231,0.039
59,0.019,0.573,0.011,0.0,0.07,0.118,0.116,0.008,0.011,0.448,0.066,0.029,0.476,0.071,0.005,0.004,0.002,0.41,0.108,0.528,0.462,0.019,0.002,0.062,0.02,0.482,0.0,0.619,0.047,0.096,0.184,0.595,0.183,0.4,0.368,0.398,0.17,0.719,0.003,0.017,0.029,0.011,0.064,0.455,0.065,0.045,0.446,0.014,0.003,0.054,0.112,0.027,0.26,0.01,0.382,0.004,0.471,0.022,0.012,1.0,0.346,0.763,0.165,0.106,0.495,0.323,0.031,0.003,0.015,0.131,0.0,0.001,0.062,0.508,0.037,0.003,0.019,0.006,0.04,0.293,0.147,0.005,0.056,0.223,0.253,0.031,0.0,0.066,0.0,0.041
60,0.024,0.235,0.008,0.0,0.094,0.1,0.077,0.013,0.021,0.604,0.012,0.007,0.451,0.029,0.001,0.001,0.0,0.725,0.082,0.37,0.439,0.011,0.01,0.024,0.015,0.372,0.001,0.21,0.101,0.048,0.372,0.201,0.087,0.366,0.383,0.437,0.089,0.412,0.01,0.101,0.14,0.023,0.169,0.268,0.109,0.066,0.622,0.019,0.0,0.027,0.373,0.084,0.801,0.012,0.334,0.01,0.64,0.02,0.024,0.346,1.0,0.399,0.089,0.054,0.519,0.852,0.019,0.001,0.011,0.369,0.0,0.002,0.059,0.311,0.056,0.013,0.012,0.016,0.02,0.779,0.049,0.002,0.011,0.268,0.133,0.022,0.0,0.085,0.0,0.018
61,0.007,0.509,0.003,0.0,0.067,0.08,0.101,0.008,0.011,0.532,0.038,0.013,0.51,0.043,0.007,0.0,0.003,0.467,0.073,0.709,0.479,0.002,0.002,0.093,0.019,0.472,0.0,0.384,0.052,0.093,0.345,0.328,0.126,0.208,0.543,0.397,0.136,0.762,0.001,0.028,0.038,0.028,0.08,0.292,0.061,0.04,0.504,0.012,0.0,0.031,0.102,0.029,0.38,0.009,0.522,0.004,0.537,0.017,0.026,0.763,0.399,1.0,0.142,0.078,0.561,0.364,0.009,0.0,0.007,0.09,0.002,0.003,0.042,0.464,0.057,0.003,0.027,0.019,0.015,0.322,0.089,0.003,0.03,0.243,0.278,0.029,0.0,0.068,0.0,0.096
62,0.285,0.035,0.1,0.017,0.526,0.58,0.416,0.03,0.028,0.113,0.462,0.168,0.326,0.524,0.033,0.0,0.003,0.068,0.56,0.153,0.349,0.273,0.104,0.013,0.165,0.035,0.008,0.105,0.213,0.478,0.318,0.122,1.0,0.004,0.211,0.079,1.0,0.152,0.081,0.237,0.244,0.029,0.401,0.0,0.63,0.263,0.113,0.077,0.003,0.398,0.272,0.195,0.088,0.076,0.191,0.041,0.095,0.218,0.032,0.165,0.089,0.142,1.0,0.503,0.029,0.165,0.302,0.125,0.112,0.261,0.016,0.03,0.343,0.066,0.264,0.123,0.16,0.266,0.31,0.181,0.758,0.067,0.294,0.668,0.005,0.106,0.016,0.49,0.01,0.01
63,0.296,0.039,0.288,0.086,0.387,0.341,0.229,0.135,0.077,0.07,0.363,0.207,0.116,0.559,0.008,0.043,0.0,0.063,0.358,0.129,0.102,0.28,0.369,0.023,0.224,0.038,0.053,0.083,0.427,1.0,0.179,0.094,0.496,0.005,0.129,0.061,0.478,0.054,0.338,0.241,0.145,0.081,0.132,0.002,0.29,0.433,0.076,0.281,0.034,0.234,0.197,0.216,0.032,0.324,0.129,0.175,0.105,0.327,0.19,0.106,0.054,0.078,0.503,1.0,0.019,0.071,0.263,0.225,0.18,0.185,0.182,0.016,0.324,0.046,0.421,0.188,0.202,0.262,0.299,0.083,0.532,0.195,0.242,0.306,0.0,0.367,0.054,0.391,0.143,0.028
64,0.006,0.386,0.0,0.0,0.034,0.055,0.052,0.001,0.011,0.378,0.004,0.023,0.386,0.013,0.0,0.004,0.001,0.535,0.047,0.326,0.368,0.003,0.0,0.007,0.015,0.306,0.0,0.368,0.042,0.015,0.197,0.385,0.025,0.487,0.195,0.574,0.026,0.349,0.0,0.037,0.07,0.005,0.069,0.588,0.029,0.019,0.362,0.003,0.001,0.003,0.136,0.064,0.527,0.001,0.186,0.001,0.369,0.01,0.005,0.495,0.519,0.561,0.029,0.019,1.0,0.445,0.018,0.0,0.001,0.15,0.004,0.002,0.033,0.283,0.012,0.001,0.028,0.006,0.012,0.362,0.006,0.0,0.009,0.098,0.594,0.007,0.0,0.032,0.0,0.004
65,0.015,0.175,0.011,0.0,0.122,0.17,0.162,0.013,0.026,0.554,0.022,0.017,0.694,0.061,0.004,0.002,0.005,0.631,0.178,0.321,0.699,0.018,0.006,0.006,0.022,0.246,0.0,0.2,0.105,0.041,0.43,0.221,0.164,0.234,0.399,0.461,0.156,0.392,0.008,0.1,0.15,0.018,0.258,0.202,0.208,0.08,0.558,0.018,0.0,0.049,0.407,0.099,0.857,0.01,0.396,0.006,0.562,0.023,0.026,0.323,0.852,0.364,0.165,0.071,0.445,1.0,0.038,0.0,0.019,0.382,0.0,0.0,0.082,0.258,0.076,0.017,0.027,0.042,0.041,0.761,0.089,0.004,0.027,0.356,0.172,0.017,0.0,0.129,0.0,0.009
66,0.486,0.012,0.056,0.082,0.517,0.597,0.457,0.06,0.067,0.012,0.189,0.477,0.126,0.628,0.024,0.003,0.019,0.04,0.601,0.025,0.12,0.515,0.064,0.0,0.436,0.0,0.111,0.092,0.233,0.281,0.076,0.107,0.344,0.006,0.03,0.042,0.319,0.011,0.076,0.447,0.65,0.083,0.065,0.01,0.341,0.154,0.021,0.186,0.006,0.427,0.297,0.066,0.017,0.185,0.022,0.088,0.012,0.313,0.038,0.031,0.019,0.009,0.302,0.263,0.018,0.038,1.0,0.177,0.18,0.329,0.063,0.032,0.404,0.002,0.151,0.177,0.433,0.289,1.0,0.054,0.312,0.069,0.274,0.26,0.002,0.103,0.017,0.519,0.018,0.0
67,0.403,0.0,0.124,0.203,0.161,0.081,0.06,0.031,0.053,0.0,0.032,0.184,0.004,0.353,0.152,0.011,0.002,0.001,0.085,0.004,0.004,0.414,0.208,0.006,0.191,0.0,0.056,0.016,0.163,0.213,0.002,0.015,0.106,0.0,0.0,0.002,0.119,0.001,0.211,0.085,0.088,0.053,0.013,0.0,0.15,0.218,0.0,0.065,0.076,0.172,0.046,0.055,0.002,0.202,0.001,0.157,0.0,0.335,0.072,0.003,0.001,0.0,0.125,0.225,0.0,0.0,0.177,1.0,0.172,0.057,0.141,0.135,0.218,0.0,0.212,0.16,0.156,0.256,0.187,0.0,0.163,0.119,0.189,0.012,0.003,0.131,0.019,0.174,0.023,0.009
68,0.119,0.006,0.68,0.562,0.12,0.118,0.105,0.7,0.306,0.002,0.02,0.373,0.053,0.494,0.036,0.259,0.0,0.018,0.131,0.038,0.051,0.128,0.419,0.023,0.377,0.001,0.249,0.015,0.301,0.199,0.001,0.021,0.112,0.0,0.003,0.018,0.097,0.0,0.444,0.138,0.083,0.353,0.015,0.0,0.114,0.574,0.004,0.099,0.256,0.23,0.035,0.103,0.002,0.548,0.001,0.623,0.001,0.751,0.288,0.015,0.011,0.007,0.112,0.18,0.001,0.019,0.18,0.172,1.0,0.041,0.301,0.053,0.134,0.002,0.584,1.0,0.349,0.726,0.191,0.05,0.038,0.648,0.267,0.023,0.0,0.594,0.0,0.125,0.294,0.024
69,0.19,0.061,0.019,0.004,0.508,0.471,0.553,0.018,0.038,0.196,0.095,0.122,0.392,0.267,0.036,0.0,0.057,0.288,0.456,0.13,0.377,0.22,0.018,0.0,0.119,0.029,0.017,0.242,0.178,0.157,0.257,0.246,0.256,0.074,0.156,0.3,0.265,0.11,0.029,0.251,0.538,0.048,0.176,0.074,0.367,0.142,0.206,0.243,0.0,0.257,1.0,0.096,0.269,0.042,0.17,0.021,0.171,0.09,0.017,0.131,0.369,0.09,0.261,0.185,0.15,0.382,0.329,0.057,0.041,1.0,0.004,0.032,0.201,0.031,0.122,0.04,0.137,0.096,0.321,0.356,0.291,0.016,0.045,0.433,0.02,0.041,0.005,0.538,0.005,0.0
70,0.069,0.0,0.454,0.59,0.018,0.012,0.002,0.399,0.271,0.001,0.007,0.133,0.0,0.149,0.0,0.449,0.0,0.001,0.011,0.001,0.0,0.07,0.644,0.015,0.136,0.0,0.221,0.0,0.253,0.16,0.001,0.001,0.01,0.0,0.005,0.0,0.01,0.005,0.619,0.049,0.014,0.294,0.0,0.0,0.021,0.289,0.001,0.011,0.682,0.035,0.008,0.061,0.002,0.567,0.002,0.645,0.003,0.368,0.348,0.0,0.0,0.002,0.016,0.182,0.004,0.0,0.063,0.141,0.301,0.004,1.0,0.002,0.046,0.0,0.276,0.304,0.129,0.21,0.044,0.007,0.005,0.288,0.151,0.003,0.003,0.451,0.001,0.011,0.447,0.009
71,0.059,0.0,0.024,0.026,0.128,0.014,0.021,0.002,0.057,0.0,0.025,0.087,0.003,0.042,1.0,0.0,0.0,0.002,0.019,0.014,0.002,0.064,0.031,0.004,0.079,0.0,0.0,0.002,0.123,0.021,0.011,0.003,0.032,0.0,0.001,0.004,0.038,0.003,0.027,0.087,0.022,0.044,0.038,0.0,0.023,0.106,0.001,0.018,0.011,0.019,0.035,0.197,0.002,0.021,0.007,0.018,0.0,0.189,0.091,0.001,0.002,0.003,0.03,0.016,0.002,0.0,0.032,0.135,0.053,0.032,0.002,1.0,0.005,0.0,0.093,0.049,0.099,0.218,0.037,0.005,0.023,0.057,0.12,0.039,0.002,0.039,0.022,0.118,0.0,0.001
72,0.524,0.024,0.046,0.061,0.54,0.452,0.317,0.046,0.078,0.065,0.098,0.176,0.155,0.4,0.009,0.002,0.036,0.045,0.451,0.072,0.155,0.567,0.068,0.019,0.168,0.026,0.05,0.064,0.293,0.328,0.2,0.056,0.358,0.009,0.106,0.08,0.366,0.064,0.087,0.298,0.342,0.069,0.295,0.011,0.646,0.154,0.065,0.107,0.007,0.26,0.223,0.147,0.041,0.234,0.081,0.095,0.07,0.241,0.041,0.062,0.059,0.042,0.343,0.324,0.033,0.082,0.404,0.218,0.134,0.201,0.046,0.005,1.0,0.03,0.137,0.123,0.171,0.228,0.44,0.102,0.478,0.025,0.21,0.297,0.012,0.119,0.058,0.523,0.016,0.022
73,0.0,0.522,0.009,0.0,0.009,0.019,0.007,0.008,0.0,0.542,0.007,0.01,0.205,0.013,0.0,0.007,0.047,0.363,0.017,0.389,0.184,0.002,0.005,0.24,0.007,1.0,0.0,0.187,0.034,0.057,0.186,0.192,0.041,0.523,0.344,0.246,0.057,0.382,0.006,0.001,0.006,0.006,0.041,0.294,0.014,0.021,0.537,0.001,0.003,0.001,0.033,0.023,0.205,0.01,0.351,0.002,0.532,0.01,0.012,0.508,0.311,0.464,0.066,0.046,0.283,0.258,0.002,0.0,0.002,0.031,0.0,0.0,0.03,1.0,0.024,0.003,0.003,0.006,0.0,0.232,0.013,0.001,0.013,0.093,0.07,0.026,0.0,0.01,0.0,0.227
74,0.204,0.023,0.664,0.399,0.243,0.196,0.133,0.456,0.418,0.029,0.057,0.42,0.136,0.535,0.091,0.215,0.0,0.106,0.183,0.157,0.11,0.188,0.724,0.015,0.401,0.019,0.162,0.073,0.589,0.467,0.06,0.07,0.26,0.01,0.043,0.079,0.244,0.006,0.722,0.224,0.133,0.43,0.083,0.007,0.193,1.0,0.035,0.178,0.226,0.196,0.143,0.309,0.062,0.451,0.038,0.547,0.034,0.717,0.686,0.037,0.056,0.057,0.264,0.421,0.012,0.076,0.151,0.212,0.584,0.122,0.276,0.093,0.137,0.024,1.0,0.582,0.423,0.605,0.169,0.119,0.155,0.6,0.28,0.101,0.004,0.667,0.007,0.239,0.194,0.003
